"","X","Gp","Ep","Sp","ESGIp","spreads","country","year","real_interest_rate","yearQ","quarter","total_debt","debt_to_GDP","fx","nonbank_domestic_debt","bank_domestic_debt","official_domestic_debt","domestic_debt","nonbank_foreign_debt","bank_foreign_debt","official_foreign_debt","foreign_debt","woe_country_code","GDP_cte","GDP_cur","GDP_per_cap_cte","inflation_mean","inflation_end","unemployment","lending_borroeing_rate","account_balance","develop","ln_GDP_cte","ln_GDP_cur","ln_GDP_per_cap_cte","taxes","vix_EUA","vix_EUR","Scale","nominal_rate","GDP_per_cap_cur_USD","ln_GDP_per_cap_cur","yearnum","post_08","post_09","post_15","post_16","post_17","ticker","fx_volatility","less_20","bet_20_40","bet_40_60","bet_60_80","bet_80_100","more_100","fx_return","int_liq"
"499","South Africa-2006",21.4551056973523,11.8811477979856,31.480907927431,21.0952670722298,3.0298,"South Africa","2006",4.62228229524549,"2006Q4",4,600.14025,34.1436732488867,0.143221348024805,377.9745,94.0175,486.44725,486.44725,70.6695,21.98775,21.0355,113.693,199,5604,510319,4326,4.618,5.825,23.55,0.000911,-4.477,"EM",8.6312359074569,13.1427912993591,8.372398606513,50.5110821664255,12.7803846153846,16.5267488461538,"Units",9,5602.01104380458,8.630880927222,2006,"NO","NO","NO","NO","NO","34",0.561219805999507,"NO","YES","NO","NO","NO","NO",-0.0367959711831936,NA
"500","South Africa-2007",21.3078444395843,10.9208272012596,34.8963299616739,21.578401994498,4.3778,"South Africa","2007",3.96627600631419,"2007Q4",4,597.6065,29.7701884897644,0.142626826613276,356.18375,108.31175,476.43925,476.43925,73.367,23.30675,24.494,121.16725,199,5360,552119,3980,7.154,8.807,23,1.356,-5.383,"EM",8.58671925406485,13.2215188817354,8.28903709827848,51.8137091979796,17.4525670498084,19.6144287356322,"Units",11,6095.62243887023,8.71532615956751,2007,"NO","NO","NO","NO","NO","34",0.212924236878196,"NO","YES","NO","NO","NO","NO",-0.0928823522162424,NA
"501","South Africa-2008",22.9559126530316,10.1828668221718,37.413748752679,23.3228241910292,5.1017,"South Africa","2008",5.78278397590165,"2008Q4",4,630.907,27.7225017449587,0.119950982534997,318.78675,154.774,484.90325,484.90325,91.74825,23.63925,30.61675,146.00375,199,3191,580818,1728,10.986,10.066,22.525,-0.000535,-5.537,"EM",8.06808962627824,13.272192733748,7.454719949364,54.4549225314212,32.5826717557252,33.7087614503817,"Units",11.5,5760.80528723832,8.65883255073008,2008,"YES","NO","NO","NO","NO","34",1.0607113918566,"NO","YES","NO","NO","NO","NO",-0.004168370184247,NA
"502","South Africa-2009",24.7881539312747,10.2101979144073,41.0695578919715,25.5018464020408,5.3292,"South Africa","2009",3.91035884428113,"2009Q4",4,729.8175,29.6966170285544,0.126338040832891,359.789,201.08625,571.3905,571.3905,106.825,25.30475,26.29725,158.427,199,-1538,576245,-2999,7.121,6.308,23.7,-5.202,-2.728,"EM",NA,13.2642881964658,NA,51.8558904663557,31.5984942084942,33.6347776061776,"Units",7,5862.79734021167,8.67638213048102,2009,"YES","YES","NO","NO","NO","34",0.986925064682798,"NO","YES","NO","NO","NO","NO",-0.189042587222354,NA
"503","South Africa-2010",27.5248098101063,11.7876308729608,44.6520684933329,28.5093206182614,4.8625,"South Africa","2010",3.27434037342849,"2010Q4",4,929.14775,35.0232616495798,0.140320587938991,451.488,249.3165,711.15875,711.15875,170.12075,26.8555,21.013,217.989,199,3040,600680,1466,4.264,3.473,24.875,-5.026,-1.501,"EM",8.01961279440027,13.3058176257942,7.2902928824466,49.0875764790356,22.494578313253,26.3612714859438,"Units",5.5,7328.61562893966,8.89954191332469,2010,"YES","YES","NO","NO","NO","34",0.298008271380075,"NO","YES","NO","NO","NO","NO",0.0505553058745141,NA
"504","South Africa-2011",30.2525034317132,11.7653338515801,50.1947412121227,31.7680169651681,6.3278,"South Africa","2011",2.31645302642991,"2011Q4",4,1134.15325,38.7961438097554,0.135113559900618,496.018,293.5455,816.2895,816.2895,268.0925,29.768,20.003,317.86375,199,3284,633368,1699,4.985,6.154,24.8,-4.077,-2.218,"EM",8.09681747057232,13.3588068908127,7.43779512167193,49.8761817684377,24.2025793650794,30.0778968253968,"Units",5.5,8007.41284634441,8.98812299742089,2011,"YES","YES","NO","NO","NO","34",0.561386914166766,"NO","YES","NO","NO","NO","NO",0.0996471530762064,NA
"505","South Africa-2012",30.7189604760886,12.2172298367545,53.9364962910312,32.9175301577366,5.0316,"South Africa","2012",3.29325345153814,"2012Q4",4,1331.4955,41.9948981460192,0.122567494700636,543.07675,336.362,902.18275,902.18275,380.71975,29.48725,19.106,429.31275,199,2213,659803,0.666,5.624,5.665,24.875,-4.426,-5.131,"EM",7.70210434005105,13.3996965845987,-0.406465608441748,49.238987208435,17.8154901960784,24.5842854901961,"Units",5,7501.4699839525,8.92285427817966,2012,"YES","YES","NO","NO","NO","34",0.390288198444384,"NO","NO","YES","YES","NO","NO",-0.0385381603608343,NA
"506","South Africa-2013",32.9100967728383,12.5910291351174,56.0223028664543,35.0972438740292,4.8778,"South Africa","2013",2.20878624839375,"2013Q4",4,1536.105,44.7874454458959,0.10067048978531,622.30675,341.24475,988.81925,988.81925,487.51175,34.5855,25.1885,547.28575,199,2485,688065,0.92,5.76,5.362,24.725,-4.268,-5.786,"EM",7.81802793853073,13.441638589197,-0.083381608939051,48.440896322425,14.2290310077519,18.533330620155,"Units",5,6832.45689096701,8.8294396083739,2013,"YES","YES","NO","NO","NO","34",0.553288671136813,"NO","NO","YES","YES","NO","NO",-0.102360460500758,44863.6758935691
"507","South Africa-2014",32.7377805008867,12.45278395156,57.4398399816671,35.2310445167701,5.7978,"South Africa","2014",3.38995375868503,"2014Q4",4,1762.41125,47.4881335449952,0.0908540575628787,725.175,372.57375,1134.1055,1134.1055,567.132,36.96925,24.205,628.30575,199,1847,713743,0.311,6.09,5.325,25.1,-4.263,-5.071,"EM",7.52131798019924,13.4782782325487,-1.1679623668029,47.401617002083,14.1312109375,18.281921875,"Units",5.75,6433.18727662894,8.76922538285248,2014,"YES","YES","NO","NO","NO","34",0.309072175075872,"NO","NO","YES","YES","NO","NO",-0.217511655719802,44267.4183804854
"508","South Africa-2015",33.043965725589,14.2434180084306,58.7534369194071,35.8810177725116,7.5256,"South Africa","2015",4.0372997058624,"2015Q4",4,1979.38225,49.9889735499706,0.0751206713546125,828.74225,425.156,1299.0325,1299.0325,612.92075,37.591,29.83825,680.34975,199,1194,729782,-0.328,4.575,5.281,25.35,-4.775,-4.618,"EM",7.08506429395255,13.5005011383887,NA,47.1416121489362,16.7210116731517,23.9926661478599,"Units",6.25,5734.63362915331,8.65427914420171,2015,"YES","YES","YES","NO","NO","34",1.05159058916545,"NO","NO","YES","YES","NO","NO",-0.108046162006992,41619.5057567249
"509","South Africa-2016",34.2510039344671,14.6351854946545,56.7896217015504,36.478710906232,6.4797,"South Africa","2016",3.03339033952218,"2016Q4",4,2215.02725,52.1894545011392,0.0701606299480964,876.58825,489.251,1417.7325,1417.7325,735.818,35.20275,26.27325,797.29475,199,0.399,740282,-1109,6.341,6.724,26.725,-4.067,-2.87,"EM",-0.918793862092274,13.5147864736685,NA,48.6871715146454,15.863488372093,23.5903348837209,"Units",7,5272.91842475419,8.57033926904368,2016,"YES","YES","YES","YES","NO","34",0.883370653139981,"NO","NO","YES","YES","NO","NO",-0.209441501580779,42565.5880008564
"510","South Africa-2017",33.1611021991696,15.1967826120643,58.4042188671205,35.9824743269645,6.3156,"South Africa","2017",4.85196657084793,"2017Q4",4,2444.43425,53.907906097971,0.0767982751486658,883.61325,557.48275,1489.008,1489.008,908.3275,31.185,15.91375,955.42625,199,1415,764892,-0.088,5.273,4.717,27.45,-4.38,-2.541,"EM",7.25488481007734,13.5474899263717,NA,49.2065136907516,11.0908914728682,14.7667779069768,"Units",6.75,6132.4798409721,8.72135448888258,2017,"YES","YES","YES","YES","YES","34",0.404615927785255,"NO","NO","YES","YES","NO","NO",-0.0706955084380712,45499.2928632361
"511","South Africa-2018",33.5326325680613,15.7495292821636,59.5146710174823,36.5424574831787,5.9788,"South Africa","2018",5.93437168884433,"2018Q4",4,2727.3465,56.9571007152207,0.0742339897364114,964.61725,638.415,1646.225,1646.225,1031.94625,39.1505,10.02475,1081.1215,199,0.787,789694,-0.676,4.62,4.92,27.125,-4.144,-3.549,"EM",-0.239527030564734,13.5794008076349,NA,47.8478333664327,16.5691015625,16.331809375,"Units",6.75,6374.02819575944,8.75998691852561,2018,"YES","YES","YES","YES","YES","34",1.08692634824381,"NO","NO","YES","YES","NO","NO",0.0864296130052431,46478.2741166735
"512","South Africa-2019",34.8088785552798,15.9287951080134,60.756795079086,37.8143089454642,7.1115,"South Africa","2019",5.86782125138354,"2019Q4",4,3069.1165,61.3490005714838,0.0691618773380942,1122.21625,728.1835,1892.74275,1892.74275,1125.777,44.90925,5.68725,1176.37375,199,0.153,804688,-1272,4.13,3.745,28.7,-6.254,-3.017,"EM",-1.8773173575897,13.5982099036333,NA,NA,15.3830078125,15.04932421875,"Units",6.5,6001.40081394888,8.69974818995203,2019,"YES","YES","YES","YES","YES","34",0.465546121278145,"NO","NO","NO","YES","YES","NO",-0.0345432789125253,48919.726656867
"513","Spain-2004",79.0267380099666,34.0537933645607,82.5173683787181,78.6299461885016,-0.5082,"Spain","2004",NA,"2004Q4",4,388.92275,46.5,1.260225,60.73525,138.0705,218.3085,218.3085,92.85475,63.03375,14.726,170.61425,184,3118,1208.26,1523,3.039,3.227,10.965,-9.5e-05,-5.482,"AM",8.04494704961772,7.0969365871238,7.32843735289516,40.8784010523631,15.4567938931298,18.8862977099237,"Units",2,24861.2827964413,10.1210669645557,2004,"NO","NO","NO","NO","NO","13",0.02668000125523,"NO","NO","YES","YES","NO","NO",NA,NA
"514","Spain-2005",80.1532535136616,31.7947531600392,84.1758920438645,79.6662681424948,-1.0791,"Spain","2005",NA,"2005Q4",4,392.92425,43.6,1.222375,61.2455,129.63975,211.53525,211.53525,88.35025,73.7875,19.251,181.389,184,3656,1291.45,1749,3.368,3.735,9.153,1.232,-7.254,"AM",8.20412493257404,7.1635208971136,7.4667994750186,43.1749460043197,12.7798461538462,14.031135,"Units",2.25,26419.2968638221,10.181849963938,2005,"NO","NO","NO","NO","NO","13",0.0323265814885837,"NO","NO","YES","YES","NO","NO",NA,NA
"515","Spain-2006",74.905753475889,34.1675918746371,85.0513758158576,75.8798129957088,-0.6992,"Spain","2006",NA,"2006Q4",4,392.74225,40.3,1.266175,66.58475,115.95875,202.31025,202.31025,82.5895,78.5015,29.3415,190.432,184,4104,1385.135,2466,3.515,2.666,8.453,2.124,-8.851,"AM",8.31971738685061,7.23355288679545,7.81035268372429,44.9831679035502,12.7803846153846,16.5267488461538,"Units",3.5,28365.3134896346,10.2529223216874,2006,"NO","NO","NO","NO","NO","13",0.0243665588923474,"NO","NO","YES","YES","NO","NO",-0.0309643112792719,NA
"516","Spain-2007",75.3042780694428,35.2150071218064,85.4758089111499,76.3654222098232,0.4068,"Spain","2007",NA,"2007Q4",4,393.677,37.55,1.393075,69.754,114.674,202.99025,202.99025,68.8115,73.13575,48.739,190.68675,184,3602,1473.582,1597,2.787,4.221,8.233,1.886,-9.432,"AM",8.1892445257359,7.29545145044273,7.37588214821501,48.4397977379876,17.4525670498084,19.6144287356322,"Units",4,32549.9709785513,10.3905317560404,2007,"NO","NO","NO","NO","NO","13",0.0277013257381492,"NO","YES","NO","NO","NO","NO",0.0345923746717476,NA
"517","Spain-2008",75.671257507435,37.1334303835654,85.497289616327,76.8173529484841,1.5987,"Spain","2008",NA,"2008Q4",4,403.81275,36.65,1.4949,64.93175,128.5115,213.0165,213.0165,59.94575,65.57175,65.27875,190.79625,184,0.889,1515.593,-0.751,4.076,1.432,11.245,-4.572,-8.903,"AM",-0.117658043468232,7.32356206050089,NA,43.2275765447594,32.5826717557252,33.7087614503817,"Units",2.5,35366.2596011983,10.4735135260053,2008,"YES","NO","NO","NO","NO","13",0.0506591085834863,"NO","YES","NO","NO","NO","NO",0.0910934443587029,NA
"518","Spain-2009",74.7231582729363,42.0633739776014,85.8497487164698,76.540449918628,0.1412,"Spain","2009",NA,"2009Q4",4,522.024,48.225,1.412275,68.09725,197.27575,287.5405,287.5405,99.156,63.38525,71.9425,234.4835,184,-3769,1469.59,-4567,-0.000288,0.000795,17.855,-11.276,-4.088,"AM",NA,7.29273872930509,NA,40.3224058324964,31.5984942084942,33.6347776061776,"Units",1,32042.4740786617,10.3748176166362,2009,"YES","YES","NO","NO","NO","13",0.0377348282260518,"NO","NO","YES","YES","NO","NO",0.0681149240751889,NA
"519","Spain-2010",75.5383310894812,47.1384344626097,86.1398198267178,77.6590976861767,2.1595,"Spain","2010",NA,"2010Q4",4,616.39425,57.55,1.319,94.76325,230.219,350.0225,350.0225,139.69775,64.9115,61.7625,266.37175,184,0.168,1489.205,-0.252,1.8,2.988,19.858,-9.527,-3.656,"AM",-1.78379129957888,7.30599769950031,NA,36.4571931661352,22.494578313253,26.3612714859438,"Units",1,30502.7197080776,10.3255711293767,2010,"YES","YES","NO","NO","NO","13",0.0347512855488028,"NO","NO","YES","YES","NO","NO",-0.0585048945849781,NA
"520","Spain-2011",77.1009496915471,45.5154404945444,86.5423954928379,78.8433331266971,3.2118,"Spain","2011",NA,"2011Q4",4,714.716,66.825,1.37755,159.10775,261.6765,452.64475,452.64475,140.572,58.11425,63.38475,262.07125,184,-0.814,1507.94,-1183,3.196,2.378,21.39,-9.74,-2.724,"AM",NA,7.31849975997794,NA,32.0173513535082,24.2025793650794,30.0778968253968,"Units",1,31636.4463142558,10.3620650993365,2011,"YES","YES","NO","NO","NO","13",0.0241703884011374,"NO","NO","NO","YES","YES","NO",-0.0707164518574678,NA
"521","Spain-2012",76.2217760645436,45.4487705561866,86.1909614385274,78.0719916273703,3.5076,"Spain","2012",NA,"2012Q4",4,826.49575,79.175,1.30175,237.248,356.3495,630.34075,630.34075,80.2405,46.8845,69.03,196.155,184,-2958,1491.409,-3020,2.446,2.868,24.788,-10.736,8.6e-05,"AM",NA,7.30747658968985,NA,26.6211380337094,17.8154901960784,24.5842854901961,"Units",0.75,28324.4293363918,10.2514799386991,2012,"YES","YES","NO","NO","NO","13",0.0200653932370865,"NO","NO","NO","YES","YES","NO",0.0425029944466626,NA
"522","Spain-2013",75.6553213517005,52.2747222646388,86.3968814881192,78.2234223657503,1.1228,"Spain","2013",NA,"2013Q4",4,966.7,94.575,1.329525,240.18225,384.74725,662.68775,662.68775,198.5695,49.14475,56.29775,304.01225,184,-1437,1495.764,-1071,1.409,0.000252,26.095,-7.036,2.038,"AM",NA,7.31039239207925,NA,32.8769926874869,14.2290310077519,18.533330620155,"Units",0.25,29059.5479522321,10.2771023813334,2013,"YES","YES","NO","NO","NO","13",0.0148147279281075,"NO","NO","NO","NO","YES","NO",-0.0582293067025159,35429.9220376453
"523","Spain-2014",74.6349925137845,52.4683194490843,86.6025550649245,77.4722902718672,-0.5602,"Spain","2014",NA,"2014Q4",4,1022.78225,99.675,1.30425,178.043,384.06475,601.47725,601.47725,317.52775,50.0365,53.74075,421.305,184,1382,1544.496,1683,-0.000151,-1.041,24.443,-5.915,1.699,"AM",7.23128700432762,7.34245292252039,7.42833319419081,33.4091201578654,14.1312109375,18.281921875,"Units",0.05,29461.5503337389,10.290841313674,2014,"YES","YES","NO","NO","NO","13",0.0307875006631778,"NO","NO","NO","NO","YES","NO",0.0208909196893628,39493.9285115441
"524","Spain-2015",74.6334931932951,48.8162993747125,86.5431083509219,77.1602105401661,-0.4984,"Spain","2015",NA,"2015Q4",4,1060.624,100.175,1.10095,169.87225,350.35125,590.90275,590.90275,331.22775,65.964,72.53,469.7215,184,3837,1620.453,3937,-5e-04,1.7e-05,22.058,-5.177,2.026,"AM",8.25244609024695,7.39046101876698,8.27817429094374,32.6695923328804,16.7210116731517,23.9926661478599,"Units",0.05,25732.0183647454,10.1554913462235,2015,"YES","YES","YES","NO","NO","13",0.0242099568225278,"NO","NO","NO","NO","NO","YES",-0.0193789534215067,44377.6622358777
"525","Spain-2016",76.4004324858029,51.336525794644,86.7029117403257,78.7973083215302,-1.0603,"Spain","2016",NA,"2016Q4",4,1101.0605,100.075,1.104725,152.79075,336.7575,612.35475,612.35475,293.7095,85.9705,109.026,488.70575,184,3028,1686.801,3052,-0.000203,1.57,19.635,-4.305,3.176,"AM",8.01565761455734,7.43058911471074,8.02355239240435,32.7905360583757,15.863488372093,23.5903348837209,"Units",0,26505.3432155204,10.1851016224239,2016,"YES","YES","YES","YES","NO","13",0.0206759258482347,"NO","NO","NO","NO","NO","YES",-0.184658703846678,52666.0938289472
"526","Spain-2017",75.1404205177494,47.0709569333414,86.9862389668388,77.5066452804334,-0.8384,"Spain","2017",NA,"2017Q4",4,1135.825,99.375,1.14755,154.777,294.67725,630.5755,630.5755,261.49925,91.6735,152.077,505.2495,184,2895,1768.316,2875,1.956,1.112,17.225,-3.024,2.675,"AM",7.9707403900071,7.47778296025842,7.96380795323145,33.1996882754661,11.0908914728682,14.7667779069768,"Units",0,28170.4345659807,10.2460282873038,2017,"YES","YES","YES","YES","YES","13",0.0406004218599563,"NO","NO","NO","NO","YES","NO",0.00341714001222031,57662.9843660331
"527","Spain-2018",75.5781098201545,50.808740531366,87.238437188213,78.2093834300589,-1.2682,"Spain","2018",NA,"2018Q4",4,1169.7995,98.575,1.175125,150.179,274.82,643.271,643.271,260.1935,96.55275,169.782,526.5285,184,2354,1854.031,2262,1.675,1.183,15.255,-2.537,1.937,"AM",7.76387128782022,7.52511746659011,7.72400465667607,34.4154429180483,16.5691015625,16.331809375,"Units",0,30337.6791331632,10.3201457546952,2018,"YES","YES","YES","YES","YES","13",0.0260757706959122,"NO","NO","NO","NO","YES","NO",0.0373186353535793,59030.4119777056
"528","Spain-2019",76.4569866757818,50.6971489096272,87.4719306273828,78.9424656082266,-1.4495,"Spain","2019",NA,"2019Q4",4,1199.195,97.55,1.11845,134.175,261.474,619.671,619.671,287.5875,119.50225,172.434,579.524,184,1977,1923.646,1895,7e-04,0.000788,14.105,-2.642,1.999,"AM",7.58933582317062,7.56197762261311,7.54697411751653,NA,15.3830078125,15.04932421875,"Units",0,29613.6711379783,10.2959913964559,2019,"YES","YES","YES","YES","YES","13",0.0109542729943529,"NO","NO","NO","NO","YES","NO",0.0234655887671524,60943.7082841399
"529","Sweden-2004",97.826963268828,67.1372670335466,87.6070896294137,97.235212800325,-0.2122,"Sweden","2004",3.83670104761936,"2004Q4",4,1346.20875,48.725,0.138278114504221,693.5205,197.5025,891.023,891.023,298.5945,77.0515,79.53975,455.18575,144,4326,313075,3913,1.02,1.127,7.375,0.000354,5.989,"AM",8.372398606513,12.6541980574322,8.27205962221041,12.9568277635935,15.4567938931298,18.8862977099237,"Units",2,42821.6731423358,10.6647996352322,2004,"NO","NO","NO","NO","NO","29",0.291827045984269,"NO","NO","YES","YES","NO","NO",NA,NA
"530","Sweden-2005",94.5285445042923,71.4300774306121,88.5154931800325,95.1557049186959,-1.0961,"Sweden","2005",2.82621826614644,"2005Q4",4,1376.077,47.975,0.131209093282714,670.1855,238.745,908.9305,908.9305,294.21725,90.96475,81.9645,467.1465,144,2896,332175,2482,0.000836,1.109,7.642,1.846,6.039,"AM",7.97108575350561,12.7134172174595,7.81681996576455,15.5937183600574,12.7798461538462,14.031135,"Units",1.5,43437.0631164776,10.6790683445064,2005,"NO","NO","NO","NO","NO","29",0.4258443905144,"NO","NO","YES","YES","NO","NO",NA,NA
"531","Sweden-2006",94.2331880487161,70.5160660388621,89.4381630078631,95.0302663613257,-0.9172,"Sweden","2006",1.88744934931714,"2006Q4",4,1349.88225,44.55,0.137012535173412,675.81325,271.5125,947.32575,947.32575,232.405,71.70275,98.4485,402.5565,144,4602,357979,3851,1.499,1.401,7.042,2.249,8.195,"AM",8.43424627059531,12.7882296044444,8.25608813381491,17.2271074024546,12.7803846153846,16.5267488461538,"Units",2.5,46593.6021646111,10.7492185180833,2006,"NO","NO","NO","NO","NO","29",0.295600434402553,"NO","NO","YES","YES","NO","NO",-0.0538760008521318,NA
"532","Sweden-2007",96.3355070503694,72.1512651971289,89.9474035394745,96.9298240616434,0.3218,"Sweden","2007",NA,"2007Q4",4,1293.69075,40.15,0.149562473894394,646.59075,277.52,924.11075,924.11075,169.73225,74.03775,125.80975,369.58,144,3431,380208,2646,1.68,2.295,6.117,3.357,8.174,"AM",8.14060704285845,12.8484737503722,7.8808043446749,17.7385735562092,17.4525670498084,19.6144287356322,"Units",3.5,53700.0053363063,10.8911683798695,2007,"NO","NO","NO","NO","NO","29",0.239772873179887,"NO","NO","YES","YES","NO","NO",0.0423570141473017,NA
"533","Sweden-2008",95.9828309566102,73.9569513237445,89.7200848081507,96.7533232672398,0.2007,"Sweden","2008",NA,"2008Q4",4,1234.28975,36.575,0.152197337862558,638.47275,259.955,898.42775,898.42775,135.36175,53.84075,146.65975,335.862,144,-0.242,386663,-1034,3.348,2.665,6.167,1.916,7.821,"AM",NA,12.8653087916109,NA,13.9781949791342,32.5826717557252,33.7087614503817,"Units",2,56152.552340314,10.9358274148826,2008,"YES","NO","NO","NO","NO","29",0.752220610865404,"NO","YES","NO","NO","NO","NO",0.0839110131986927,NA
"534","Sweden-2009",96.7808761447657,77.1231120183924,90.0712615242124,97.7142162354416,-0.5448,"Sweden","2009",NA,"2009Q4",4,1266.173,37.85,0.133998435673395,579.1915,272.1325,851.324,851.324,157.2445,72.68725,184.91725,414.849,144,-4236,373106,-5101,1.937,2.324,8.3,-0.000713,5.96,"AM",NA,12.8296178405594,NA,13.034369116971,31.5984942084942,33.6347776061776,"Units",0.5,46946.9602719954,10.7567737386,2009,"YES","YES","NO","NO","NO","29",0.619302386792165,"NO","YES","NO","NO","NO","NO",0.0173121554237907,NA
"535","Sweden-2010",96.7485950536485,74.2757961161953,90.639091756329,97.5682575108658,-0.0194999999999999,"Sweden","2010",NA,"2010Q4",4,1315.492,38,0.141477123560948,532.9995,327.345,860.3445,860.3445,177.2545,73.6055,204.2875,455.1475,144,6189,400814,5344,1.901,1.781,8.575,-4.6e-05,5.879,"AM",8.73052880173936,12.9012527582825,8.58372971521648,14.8394099833544,22.494578313253,26.3612714859438,"Units",0.5,52869.0442891587,10.8755732724472,2010,"YES","YES","NO","NO","NO","29",0.351433102848761,"NO","YES","NO","NO","NO","NO",-0.135814288410947,NA
"536","Sweden-2011",98.4981700913079,75.4232195596967,90.8586965875253,99.0910582166312,-0.2542,"Sweden","2011",NA,"2011Q4",4,1329.194,36.125,0.151905773940075,521.6435,366.9525,888.596,888.596,158.7755,59.568,222.2545,440.598,144,3052,421677,2321,1.36,0.000835,7.767,-0.00023,5.477,"AM",8.02355239240435,12.9519948971042,7.74975340627444,14.1149476060762,24.2025793650794,30.0778968253968,"Units",1.91,60755.7595508465,11.0146171641302,2011,"YES","YES","NO","NO","NO","29",0.230590191079227,"NO","YES","NO","NO","NO","NO",0.052861464096216,NA
"537","Sweden-2012",98.9456988996807,77.7589739176223,90.9389290454351,99.6526103485475,-0.2184,"Sweden","2012",NA,"2012Q4",4,1375.11525,36.825,0.150316077030024,523.6115,342.9825,868.4615,868.4615,220.074,55.55675,231.023,506.65375,144,-0.631,427053,-1390,0.000937,0.000974,7.967,-1.012,5.514,"AM",NA,12.9646634062881,NA,12.4322151057123,17.8154901960784,24.5842854901961,"Units",1.14,58037.8213192173,10.9688501687198,2012,"YES","YES","NO","NO","NO","29",0.176507971830485,"NO","YES","NO","NO","NO","NO",0.0686520999737697,NA
"538","Sweden-2013",98.6159955976148,70.2679797360119,89.2804619497841,98.4486825522765,-0.5242,"Sweden","2013",NA,"2013Q4",4,1529.204,40.575,0.153484908542244,603.72875,331.21,941.83275,941.83275,227.29225,64.47825,295.60075,587.37125,144,1088,439273,0.155,0.000443,0.000254,8,-1.401,5.181,"AM",6.99209642741589,12.9928763666592,-1.86433016206289,12.8976272948947,14.2290310077519,18.533330620155,"Units",1,61126.9431963979,11.020708016806,2013,"YES","YES","NO","NO","NO","29",0.102179888515808,"NO","NO","YES","YES","NO","NO",-0.0105756945062772,60494.6287816605
"539","Sweden-2014",97.0474656954459,71.6877053546881,89.6803739400294,97.4025108762007,-1.2452,"Sweden","2014",NA,"2014Q4",4,1655.5805,42.325,0.142438563569112,616.16825,359.9825,986.15625,986.15625,270.27575,84.0765,315.072,669.4245,144,2747,459694,1667,0.000209,0.00031,7.933,-1.53,4.499,"AM",7.91826468609527,13.0383163297187,7.41878088275079,14.0804678166069,14.1312109375,18.281921875,"Units",1,60020.3604576572,11.0024391246021,2014,"YES","YES","NO","NO","NO","29",0.391581370165774,"NO","NO","YES","YES","NO","NO",0.0206458833139796,57704.3751101092
"540","Sweden-2015",96.913904048178,76.123649520519,90.1063177346651,97.7446511789166,-1.2654,"Sweden","2015",NA,"2015Q4",4,1827.0985,44.15,0.118695262148625,699.43175,328.655,1129.644,1129.644,156.85725,120.84525,419.752,697.45475,144,4421,485013,3322,0.000704,0.000854,7.4,-2e-06,4.108,"AM",8.39412119382624,13.0919309736841,8.10832229017324,15.8702808813678,16.7210116731517,23.9926661478599,"Units",-0.35,51545.4836095322,10.8502198737647,2015,"YES","YES","YES","NO","NO","29",0.199054896318,"NO","NO","YES","YES","NO","NO",-0.0775516453995421,53813.9002592702
"541","Sweden-2016",97.0511629413191,72.6345889261043,89.926777617022,97.5319249030209,-1.8883,"Sweden","2016",NA,"2016Q4",4,1838.76625,42.225,0.116892455099279,701.35475,324.185,1259.96125,1259.96125,94.33525,119.156,365.314,578.80525,144,2413,501860,0.936,1.138,1.425,6.95,0.000992,3.542,"AM",7.78862606562503,13.1260764753162,-0.0661398025045449,15.7038760385174,15.863488372093,23.5903348837209,"Units",-0.5,51965.1571531985,10.8583287182304,2016,"YES","YES","YES","YES","NO","29",0.335553105918084,"NO","NO","YES","YES","NO","NO",-0.20003579747569,54729.7802434316
"542","Sweden-2017",96.5546981607925,73.2218617834823,89.7860578662946,97.1589978321283,-1.6284,"Sweden","2017",NA,"2017Q4",4,1849.33425,40.7,0.118681733969107,774.83875,299.145,1390.55325,1390.55325,37.4805,101.732,319.56875,458.781,144,2412,523644,1146,1.867,1.778,6.683,1.433,3.071,"AM",7.78821155784708,13.1685673431007,7.04403289727469,16.2172913322271,11.0908914728682,14.7667779069768,"Units",-0.5,53791.5087298403,10.892870903393,2017,"YES","YES","YES","YES","YES","29",0.357258695536623,"NO","NO","YES","YES","NO","NO",-0.0154227836845041,56951.0281935854
"543","Sweden-2018",96.6106102886287,72.1323242181134,89.6909038221261,97.0951376648073,-2.2142,"Sweden","2018",NA,"2018Q4",4,1833.114,38.525,0.113818914172239,693.73925,353.3175,1409.3335,1409.3335,21.544,70.32825,331.9085,423.78075,144,2225,548338,1127,2.035,2.221,6.325,0.000813,1.748,"AM",7.70751219460034,13.2146471641156,7.02731451403978,15.5611577549741,16.5691015625,16.331809375,"Units",-0.25,54589.0603860606,10.9075887824287,2018,"YES","YES","YES","YES","YES","29",0.389202320138189,"NO","YES","NO","NO","NO","NO",0.0150762784633265,55385.7151005195
"544","Sweden-2019",97.0371718432799,73.5713033602574,89.9895074924492,97.6100200438875,-1.7595,"Sweden","2019",NA,"2019Q4",4,1767.42425,35.65,0.106280659409741,677.451,357.8375,1400.7745,1400.7745,6.34825,20.723,339.57825,366.64975,144,1232,564771,0.277,1.699,1.716,6.767,0.000404,3.905,"AM",7.11639414409346,13.2441756182339,-1.2837377727948,NA,15.3830078125,15.04932421875,"Units",0,51610.0660552202,10.8514720110338,2019,"YES","YES","YES","YES","YES","29",0.235972609438211,"NO","YES","NO","NO","NO","NO",-0.0427241801789614,49353.6638198897
