"","X","Gp","Ep","Sp","ESGIp","spreads","country","year","real_interest_rate","yearQ","quarter","total_debt","debt_to_GDP","fx","nonbank_domestic_debt","bank_domestic_debt","official_domestic_debt","domestic_debt","nonbank_foreign_debt","bank_foreign_debt","official_foreign_debt","foreign_debt","woe_country_code","GDP_cte","GDP_cur","GDP_per_cap_cte","inflation_mean","inflation_end","unemployment","lending_borroeing_rate","account_balance","develop","ln_GDP_cte","ln_GDP_cur","ln_GDP_per_cap_cte","taxes","vix_EUA","vix_EUR","Scale","nominal_rate","GDP_per_cap_cur_USD","ln_GDP_per_cap_cur","yearnum","post_08","post_09","post_15","post_16","post_17","ticker","fx_volatility","less_20","bet_20_40","bet_40_60","bet_60_80","bet_80_100","more_100","fx_return","int_liq"
"196","Finland-2007",96.2868282296326,49.0301409587367,91.2471104874314,95.2559077672581,0.3808,"Finland","2007",NA,"2007Q4",4,62.4965,34.475,1.393075,7.699,6.8695,15.3445,15.3445,21.37325,6.749,19.02975,47.152,172,5299,209884,4872,1.583,1.939,6.95,5.115,4.028,"AM",8.57527340249276,12.2543102761287,8.49125980938973,20.8284722319835,17.4525670498084,19.6144287356322,"Units",4,48414.8450929722,10.7875617624737,2007,"NO","NO","NO","NO","NO","13",0.0277013257381492,"NO","YES","NO","NO","NO","NO",0.0345923746717476,NA
"197","Finland-2008",96.8141825310664,55.2736139237667,92.8054590811413,96.4942718711324,1.4627,"Finland","2008",NA,"2008Q4",4,60.5605,31.475,1.4949,7.6125,7.213,15.652,15.652,20.89175,5.92175,18.095,44.9085,172,0.784,215644,0.337,3.916,3.381,6.425,4.18,2.543,"AM",-0.243346258631729,12.2813841788278,-1.08767234862978,19.7562000840689,32.5826717557252,33.7087614503817,"Units",2.5,53554.0389224673,10.8884464964204,2008,"YES","NO","NO","NO","NO","13",0.0506591085834863,"NO","YES","NO","NO","NO","NO",0.0910934443587029,NA
"198","Finland-2009",98.6570246400249,52.7307720913538,94.5729424701036,98.0961397340089,-0.2728,"Finland","2009",NA,"2009Q4",4,69.809,37.475,1.412275,8.2385,7.73175,16.83125,16.83125,29.02125,7.80475,16.152,52.97775,172,-8075,199742,-8520,1.634,1.806,8.325,-2.484,1.996,"AM",NA,12.2047818127639,NA,15.0618888569831,31.5984942084942,33.6347776061776,"Units",1,47293.9928335042,10.7641385650088,2009,"YES","YES","NO","NO","NO","13",0.0377348282260518,"NO","YES","NO","NO","NO","NO",0.0681149240751889,NA
"199","Finland-2010",98.7224786059486,50.092698220819,95.9094326166759,98.1973700192491,-0.1335,"Finland","2010",NA,"2010Q4",4,83.86475,45.4,1.319,7.36175,9.8075,17.9495,17.9495,34.3845,7.92825,23.6025,65.91525,172,3186,208508,2702,1.686,2.766,8.5,-2.534,1.489,"AM",8.06652149046999,12.2477326887895,7.90174751852014,14.5365709209357,22.494578313253,26.3612714859438,"Units",1,46459.9732548543,10.7463464306646,2010,"YES","YES","NO","NO","NO","13",0.0347512855488028,"NO","NO","YES","YES","NO","NO",-0.0585048945849781,NA
"200","Finland-2011",98.9035272343084,54.3252253942033,96.9459203919502,98.8932085236278,0.4378,"Finland","2011",NA,"2011Q4",4,90.769,46.55,1.37755,9.72675,11.5795,22.02525,22.02525,32.23375,10.80275,25.70675,68.74375,172,2548,218286,2093,3.324,2.605,7.775,-1.019,-1.44,"AM",7.84306401669205,12.293561408553,7.646353722446,15.4974757386679,24.2025793650794,30.0778968253968,"Units",1,51081.9976703127,10.841187418041,2011,"YES","YES","NO","NO","NO","13",0.0241703884011374,"NO","NO","YES","YES","NO","NO",-0.0707164518574678,NA
"201","Finland-2012",99.5245397503151,60.7447721033376,97.3958985179684,100,-0.2304,"Finland","2012",NA,"2012Q4",4,103.43475,51.575,1.30175,11.47175,12.66775,24.80225,24.80225,38.80725,14.45775,25.3675,78.6325,172,-1397,219364,-1872,3.162,3.449,7.683,-2.156,-2.055,"AM",NA,12.2984877294949,NA,14.721853346832,17.8154901960784,24.5842854901961,"Units",0.75,47710.7902169415,10.7729128612936,2012,"YES","YES","NO","NO","NO","13",0.0200653932370865,"NO","NO","YES","YES","NO","NO",0.0425029944466626,NA
"202","Finland-2013",99.3246259719904,57.9606590361237,93.5312126251833,98.8461049744945,-0.8982,"Finland","2013",NA,"2013Q4",4,112.447,55.525,1.329525,12.7025,14.2625,27.62775,27.62775,35.368,14.0215,35.43,84.81925,172,-0.902,221200,-1366,2.216,1.933,8.192,-2.525,-1.798,"AM",NA,12.3068225486303,NA,14.7312626430748,14.2290310077519,18.533330620155,"Units",0.25,49878.0432444536,10.8173361697633,2013,"YES","YES","NO","NO","NO","13",0.0148147279281075,"NO","NO","YES","YES","NO","NO",-0.0582293067025159,9369.24680616031
"203","Finland-2014",98.8110092986172,60.9213316270131,93.9908435252494,98.7732118019223,-1.5132,"Finland","2014",NA,"2014Q4",4,121.08575,58.8,1.30425,9.9455,16.19425,26.96275,26.96275,37.236,24.93825,31.94925,94.1235,172,-0.365,224471,-0.814,1.209,0.000552,8.658,-2.987,-1.332,"AM",NA,12.321501801874,NA,15.063412905349,14.1312109375,18.281921875,"Units",0.05,50260.2998588958,10.8249707772337,2014,"YES","YES","NO","NO","NO","13",0.0307875006631778,"NO","NO","YES","YES","NO","NO",0.0208909196893628,8773.77078011775
"204","Finland-2015",97.2169056601775,65.6249712807338,93.555176761074,97.809767830559,-1.3504,"Finland","2015",NA,"2015Q4",4,129.8295,61.975,1.10095,6.928,17.857,29.7795,29.7795,33.77725,30.61625,35.65675,100.0505,172,0.544,228041,0.167,-0.000156,-0.000249,9.375,-2.425,-0.000937,"AM",-0.608806032126194,12.3372807163315,-1.78976146656538,15.1765832783908,16.7210116731517,23.9926661478599,"Units",0.05,42784.6983616432,10.6639358027313,2015,"YES","YES","YES","NO","NO","13",0.0242099568225278,"NO","NO","NO","YES","YES","NO",-0.0193789534215067,8341.47563731246
"205","Finland-2016",96.6606849286826,64.54238116001,93.2214035870594,97.2144301202887,-2.0963,"Finland","2016",NA,"2016Q4",4,134.986,62.75,1.104725,5.3295,18.7665,37.85,37.85,33.1075,29.918,34.11075,97.136,172,2711,236647,2419,0.000389,1.1,8.792,-1.727,-2.026,"AM",7.90507284949867,12.374324858305,7.79110951061003,15.3456592606849,15.863488372093,23.5903348837209,"Units",0,43784.2839622098,10.6870302183273,2016,"YES","YES","YES","YES","NO","13",0.0206759258482347,"NO","NO","NO","YES","YES","NO",-0.184658703846678,8654.83938000171
"206","Finland-2017",97.6523419971424,66.8443039409613,92.9887350480156,98.1418725177606,-1.8044,"Finland","2017",NA,"2017Q4",4,137.51375,61.75,1.14755,6.96025,17.141,45.05075,45.05075,27.37225,26.4435,38.64725,92.4635,172,3101,248580,2801,0.000839,0.000505,8.575,-0.000687,-0.000759,"AM",8.03947991910045,12.4235200042995,7.93773177526011,15.9581402514903,11.0908914728682,14.7667779069768,"Units",0,46316.7454588326,10.7432588476634,2017,"YES","YES","YES","YES","YES","13",0.0406004218599563,"NO","NO","NO","YES","YES","NO",0.00341714001222031,8458.37639193142
"207","Finland-2018",97.3779205682424,65.9375422073035,92.7312636719741,97.7992021139421,-2.1362,"Finland","2018",NA,"2018Q4",4,137.97275,59.775,1.175125,6.87275,17.694,49.17975,49.17975,22.85125,23.2135,42.72875,88.7935,172,1630,258786,1448,1.169,1.319,7.417,-0.000828,-1.368,"AM",7.39633529380081,12.4637567443188,7.27793857294566,15.9449564448933,16.5691015625,16.331809375,"Units",0,50021.2910567702,10.8202040149096,2018,"YES","YES","YES","YES","YES","13",0.0260757706959122,"NO","NO","YES","YES","NO","NO",0.0373186353535793,8284.15718747175
"208","Finland-2019",97.0707787368562,67.3865188645573,92.7879860285072,97.6859562155589,-1.8675,"Finland","2019",NA,"2019Q4",4,142.97525,60.15,1.11845,7.1625,20.2515,53.15325,53.15325,18.9915,20.19275,50.63825,89.822,172,0.98,265879,0.892,1.137,1.137,6.717,-1.36,-1e-04,"AM",-0.0202027073175195,12.4907965970532,-0.114289146402128,NA,15.3830078125,15.04932421875,"Units",0,48685.8539866945,10.7931437943229,2019,"YES","YES","YES","YES","YES","13",0.0109542729943529,"NO","NO","NO","YES","YES","NO",0.0234655887671524,9020.28129258792
"209","France-2004",83.7392420946075,28.7543055347403,78.8054417521635,81.1897648792758,-0.5412,"France","2004",NA,"2004Q4",4,1103.257,65.75,1.260225,301.19875,303.498,631.808,631.808,242.433,76.41375,152.6025,471.449,132,2830,1945.716,2144,2.336,2.243,8.825,-3.591,0.000533,"AM",7.94803199063728,7.57338531170507,7.67042852219069,24.2918668212688,15.4567938931298,18.8862977099237,"Units",2,33741.2651469175,10.4264768523418,2004,"NO","NO","NO","NO","NO","13",0.02668000125523,"NO","NO","NO","YES","YES","NO",NA,NA
"210","France-2005",83.7304885938424,28.0353442109647,79.3943378958304,81.240921495948,-1.0871,"France","2005",NA,"2005Q4",4,1168.51175,67.075,1.222375,286.10775,306.7755,621.81375,621.81375,282.0105,91.4065,173.281,546.698,132,1663,2039.688,0.9,1.887,1.727,8.892,-3.356,0.000104,"AM",7.41637847919293,7.6205521339651,-0.105360515657826,24.5603310448603,12.7798461538462,14.031135,"Units",2.25,34760.1877663866,10.4562279811595,2005,"NO","NO","NO","NO","NO","13",0.0323265814885837,"NO","NO","NO","YES","YES","NO",NA,NA
"211","France-2006",84.6021702186522,29.1579701774059,80.6797234587541,82.2783119733056,-0.721200000000001,"France","2006",NA,"2006Q4",4,1199.231,66.075,1.266175,266.127,315.77475,611.81475,611.81475,312.959,94.9805,179.4765,587.41625,132,2449,2152.888,1721,1.892,1.675,8.825,-2.444,0.000253,"AM",7.80343505695217,7.67456547557465,7.45066079621154,25.4343127764343,12.7803846153846,16.5267488461538,"Units",3.5,36443.6234414411,10.5035217822549,2006,"NO","NO","NO","NO","NO","13",0.0243665588923474,"NO","NO","NO","YES","YES","NO",-0.0309643112792719,NA
"212","France-2007",84.0304213848879,30.0676668240201,81.4976107288685,82.0625838673181,0.3988,"France","2007",NA,"2007Q4",4,1252.9095,65.75,1.393075,262.43625,322.28325,615.659,615.659,363.473,93.15075,180.6265,637.2505,132,2425,2264.328,1769,1.608,2.787,7.983,-2.636,-0.000102,"AM",7.79358680337158,7.7250333051546,7.47816969415979,25.43519099845,17.4525670498084,19.6144287356322,"Units",4,41508.4339850416,10.6336519141259,2007,"NO","NO","NO","NO","NO","13",0.0277013257381492,"NO","NO","NO","YES","YES","NO",0.0345923746717476,NA
"213","France-2008",84.6376950544021,31.2003447636007,81.8236261505097,82.7009035045489,1.2017,"France","2008",NA,"2008Q4",4,1327.121,66.975,1.4949,292.2495,330.4235,655.9355,655.9355,373.1925,91.11475,206.87825,671.1855,132,0.255,2314.253,-0.293,3.16,1.164,7.458,-3.264,-0.000696,"AM",-1.36649173382371,7.74684223626278,NA,25.9223024611476,32.5826717557252,33.7087614503817,"Units",2.5,45334.1144358246,10.7218151061037,2008,"YES","NO","NO","NO","NO","13",0.0506591085834863,"NO","NO","NO","YES","YES","NO",0.0910934443587029,NA
"214","France-2009",83.4999784361696,31.8920127931953,82.0095380906192,81.893695347075,-0.2438,"France","2009",NA,"2009Q4",4,1546.65875,79.2,1.412275,344.987,349.3295,731.3235,731.3235,409.68275,96.0335,309.619,815.33525,132,-2873,2264.895,-3388,0.000101,0.000988,9.083,-7.175,-0.00055,"AM",NA,7.72528367922669,NA,23.1401043277047,31.5984942084942,33.6347776061776,"Units",1,41575.4187483737,10.63526437613,2009,"YES","YES","NO","NO","NO","13",0.0377348282260518,"NO","NO","NO","YES","YES","NO",0.0681149240751889,NA
"215","France-2010",84.7813411528579,32.2716973830345,82.1164233544654,82.9605292458081,0.0685000000000002,"France","2010",NA,"2010Q4",4,1688.597,85.75,1.319,357.2225,366.10675,763.58925,763.58925,374.36725,111.009,439.632,925.00775,132,1949,2335.953,1463,1.738,1.988,9.25,-6.887,-0.000629,"AM",7.57507169950756,7.7561752238827,7.28824440102012,23.4229268835084,22.494578313253,26.3612714859438,"Units",1,40638.33400426,10.6124670874224,2010,"YES","YES","NO","NO","NO","13",0.0347512855488028,"NO","NO","NO","NO","YES","NO",-0.0585048945849781,NA
"216","France-2011",83.5228311845186,31.8178199059252,82.5904521443726,82.0210944331718,1.2718,"France","2011",NA,"2011Q4",4,1782.12675,87.4,1.37755,451.785,339.2115,834.15125,834.15125,332.4155,109.43825,506.12175,947.9755,132,2193,2437.041,1698,2.289,2.645,9.2,-5.155,-0.000859,"AM",7.69302574841789,7.79853987744757,7.43720636687129,24.7498397651562,24.2025793650794,30.0778968253968,"Units",1,43790.7320482019,10.6871774769017,2011,"YES","YES","NO","NO","NO","13",0.0241703884011374,"NO","NO","NO","NO","YES","NO",-0.0707164518574678,NA
"217","France-2012",83.0334636867481,33.9221830198716,82.7568002347726,81.8390200773891,0.2396,"France","2012",NA,"2012Q4",4,1883.955,90.65,1.30175,455.2645,376.4805,886.83075,886.83075,351.73575,118.45475,526.93375,997.12425,132,0.313,2491.564,-0.171,2.213,1.509,9.758,-4.981,-0.000965,"AM",-1.16155208844198,7.82066590472849,NA,25.4904499410762,17.8154901960784,24.5842854901961,"Units",0.75,40874.7035053457,10.6182666544814,2012,"YES","YES","NO","NO","NO","13",0.0200653932370865,"NO","NO","NO","NO","YES","NO",0.0425029944466626,NA
"218","France-2013",82.9181294066056,35.2969307483599,83.0105571833299,81.9106925680671,-0.4702,"France","2013",NA,"2013Q4",4,1959.35225,93.1,1.329525,447.598,396.0365,897.622,897.622,430.74525,125.4965,505.48925,1061.73025,132,0.576,2549.887,0.068,0.00099,0.000839,10.3,-4.084,-0.00051,"AM",-0.551647618286246,7.8438043234451,-2.68824757380603,25.8634230844851,14.2290310077519,18.533330620155,"Units",0.25,42592.9340943342,10.6594436521699,2013,"YES","YES","NO","NO","NO","13",0.0148147279281075,"NO","NO","NO","NO","YES","NO",-0.0582293067025159,50848.7545651619
"219","France-2014",82.0232422774962,35.8993758209621,83.3578781071577,81.3204951102775,-1.3452,"France","2014",NA,"2014Q4",4,2035.636,95.25,1.30425,456.08525,403.55875,906.02075,906.02075,495.77825,137.93375,495.90325,1129.61525,132,0.956,2621.912,0.436,0.000612,1e-04,10.283,-3.905,-0.000956,"AM",-0.0449973659307358,7.87165910159414,-0.830113035633103,25.4352218692205,14.1312109375,18.281921875,"Units",0.05,43011.2631028417,10.6692172930016,2014,"YES","YES","NO","NO","NO","13",0.0307875006631778,"NO","NO","NO","NO","YES","NO",0.0208909196893628,49547.3043334337
"220","France-2015",81.0708760475818,35.5363475612275,83.59961680446,80.5847498915141,-1.2814,"France","2015",NA,"2015Q4",4,2102.2955,96.45,1.10095,467.474,402.80625,959.5095,959.5095,498.212,169.3785,475.196,1142.786,132,1113,2678.692,0.684,9e-05,0.000301,10.367,-3.625,-0.000368,"AM",7.01481435127554,7.89308389466351,-0.379797361359587,25.4882244795251,16.7210116731517,23.9926661478599,"Units",0.05,36638.184929157,10.5088462796013,2015,"YES","YES","YES","NO","NO","13",0.0242099568225278,"NO","NO","NO","NO","YES","NO",-0.0193789534215067,55192.5043382939
"221","France-2016",79.9966457594479,36.5912424317491,83.9616255131482,79.8925298483372,-1.7583,"France","2016",NA,"2016Q4",4,2193.875,98.65,1.104725,511.3695,384.317,1077.36,1077.36,481.044,168.3455,467.1255,1116.515,132,1095,2736.077,0.832,0.000305,0.000819,10.042,-3.542,-0.000486,"AM",6.9985096422506,7.91428042162128,-0.183922838160928,25.2832517565568,15.863488372093,23.5903348837209,"Units",0,37037.3741861219,10.5196827949438,2016,"YES","YES","YES","YES","NO","13",0.0206759258482347,"NO","NO","NO","NO","YES","NO",-0.184658703846678,56124.9102701827
"222","France-2017",81.3588581264832,35.9336712171373,84.1350045017062,80.9516359689403,-1.6204,"France","2017",NA,"2017Q4",4,2264.57425,99.825,1.14755,517.4395,367.45625,1168.42975,1168.42975,459.82525,134.2685,502.05125,1096.14475,132,2260,2850.61,1991,1.162,1.258,9.425,-2.771,-0.000714,"AM",7.72312009226633,7.95528828544817,7.5963923040642,25.6661994322907,11.0908914728682,14.7667779069768,"Units",0,38812.1610341682,10.5664889052185,2017,"YES","YES","YES","YES","YES","13",0.0406004218599563,"NO","NO","NO","NO","YES","NO",0.00341714001222031,54780.5511092472
"223","France-2018",81.3275005939164,38.1984218108475,84.2413389159827,81.1334027867612,-1.9742,"France","2018",NA,"2018Q4",4,2305.6855,98.9,1.175125,505.08975,352.8405,1203.2235,1203.2235,452.0985,122.20325,528.16,1102.462,132,1725,2970.43,1570,2.1,1.908,9.025,-2.274,-0.000643,"AM",7.45298232946546,7.99646200246175,7.35883089834235,27.4934933189773,16.5691015625,16.331809375,"Units",0,41631.0907389044,10.6366025406362,2018,"YES","YES","YES","YES","YES","13",0.0260757706959122,"NO","NO","NO","NO","YES","NO",0.0373186353535793,66103.2905467898
"224","France-2019",82.9868445073709,38.6257477395135,84.6304404418165,82.5594562411704,-1.7995,"France","2019",NA,"2019Q4",4,2382.07875,99.5,1.11845,475.98325,356.08525,1188.43275,1188.43275,517.033,115.69075,560.922,1193.646,132,1310,3061.815,1179,1.3,1.623,8.45,-3.015,-0.000758,"AM",7.1777824161952,8.02676315636495,7.07242190053737,NA,15.3830078125,15.04932421875,"Units",0,40493.9285720456,10.6089073300554,2019,"YES","YES","YES","YES","YES","13",0.0109542729943529,"NO","NO","NO","NO","YES","NO",0.0234655887671524,69725.0752954885
"225","Germany-2004",86.8346655745506,22.6155889814756,80.9335503128137,83.5604954534533,-0.535200000000001,"Germany","2004",NA,"2004Q4",4,1459.61625,64.95,1.260225,290.5565,608.71575,908.57475,908.57475,219.4265,89.5885,242.02675,551.04175,134,1186,2693.012,1301,1.75,2.174,10.333,-3.334,4.52,"AM",7.07834157955767,7.8984155487987,7.1708884785125,14.4147480576311,15.4567938931298,18.8862977099237,"Units",2,34044.0536341248,10.4354106600311,2004,"NO","NO","NO","NO","NO","13",0.02668000125523,"NO","NO","NO","YES","YES","NO",NA,NA
"226","Germany-2005",88.4464119704416,23.577961129998,82.1224635526645,85.1515413138407,-1.0821,"Germany","2005",NA,"2005Q4",4,1521.48675,66.85,1.222375,291.38525,591.26625,892.2415,892.2415,210.45275,108.615,310.177,629.24475,134,0.728,2797.112,0.876,1.939,2.128,11.008,-3.319,4.673,"AM",-0.317454230785451,7.93634273530337,-0.132389188045746,14.7546637066095,12.7798461538462,14.031135,"Units",2.25,34507.3688142332,10.448928169031,2005,"NO","NO","NO","NO","NO","13",0.0323265814885837,"NO","NO","NO","YES","YES","NO",NA,NA
"227","Germany-2006",89.7645753588743,23.9870721836038,83.4685014334498,86.4960434031801,-0.7542,"Germany","2006",NA,"2006Q4",4,1578.81275,67.325,1.266175,343.964,558.35175,912.256,912.256,214.3665,100.8465,351.34325,666.55625,134,3815,2991.696,4024,1.795,1.389,10.042,-1.653,5.772,"AM",8.24669594371856,8.00359572965423,8.30003171177957,15.8588030535352,12.7803846153846,16.5267488461538,"Units",3.5,36323.4477421822,10.5002187550322,2006,"NO","NO","NO","NO","NO","13",0.0243665588923474,"NO","NO","NO","YES","YES","NO",-0.0309643112792719,NA
"228","Germany-2007",89.6957303893893,26.0770721397364,85.0835166107837,86.9334740070709,0.2838,"Germany","2007",NA,"2007Q4",4,1599.95625,65.05,1.393075,357.91925,526.51425,894.77725,894.77725,184.989,76.94575,443.24425,705.179,134,2975,3163.471,3206,2.29,3.082,8.567,0.000261,6.861,"AM",7.99799931797973,8.05942512148312,8.0727793331695,16.7360826373753,17.4525670498084,19.6144287356322,"Units",4,41587.2128984264,10.6355480167484,2007,"NO","NO","NO","NO","NO","13",0.0277013257381492,"NO","NO","NO","YES","YES","NO",0.0345923746717476,NA
"229","Germany-2008",88.4899368207346,26.4005333868171,86.4291015738432,86.2725471191792,0.7387,"Germany","2008",NA,"2008Q4",4,1647.6035,64.875,1.4949,371.842,487.52975,870.06275,870.06275,201.6845,83.6405,492.21625,777.541,134,0.965,3256.116,1250,2.726,0.000997,7.383,-0.000116,5.692,"AM",-0.0356271776431512,8.08829035302345,7.13089883029635,17.06067797513,32.5826717557252,33.7087614503817,"Units",2.5,45427.151677489,10.7238652598363,2008,"YES","NO","NO","NO","NO","13",0.0506591085834863,"NO","NO","NO","YES","YES","NO",0.0910934443587029,NA
"230","Germany-2009",88.2448248474339,28.572574572435,86.4245386500495,86.2554563594274,-0.4498,"Germany","2009",NA,"2009Q4",4,1754.78975,71.025,1.412275,377.615,488.16125,876.80575,876.80575,270.91375,108.101,498.969,877.9835,134,-5694,3094.108,-5365,0.000246,0.000877,7.667,-3.151,5.836,"AM",NA,8.037254936794,NA,15.4557001820009,31.5984942084942,33.6347776061776,"Units",1,41485.9016495139,10.6331089292123,2009,"YES","YES","NO","NO","NO","13",0.0377348282260518,"NO","NO","NO","YES","YES","NO",0.0681149240751889,NA
"231","Germany-2010",88.1586363861886,27.9882126328642,84.304423422082,85.718261235346,-0.3305,"Germany","2010",NA,"2010Q4",4,1908.63825,75.825,1.319,391.49125,556.851,959.70975,959.70975,274.979,115.41425,558.53475,948.92875,134,4185,3261.151,4443,1.119,1.848,6.933,-4.379,5.744,"AM",8.33926198292358,8.08983547953176,8.39908510293591,14.9595341247028,22.494578313253,26.3612714859438,"Units",1,41531.9341978689,10.6342179090503,2010,"YES","YES","NO","NO","NO","13",0.0347512855488028,"NO","NO","NO","YES","YES","NO",-0.0585048945849781,NA
"232","Germany-2011",88.5066917487995,30.6440819692845,84.4952291102753,86.2492342309221,-0.0472000000000001,"Germany","2011",NA,"2011Q4",4,2135.1685,80.5,1.37755,430.0135,583.45375,1025.14175,1025.14175,395.147,117.5025,597.3765,1110.026,134,3913,3459.55,3925,2.501,2.241,5.858,-0.000881,6.213,"AM",8.27205962221041,8.14889380179005,8.27512163021651,15.3936817045961,24.2025793650794,30.0778968253968,"Units",1,46644.776027968,10.7503162177535,2011,"YES","YES","NO","NO","NO","13",0.0241703884011374,"NO","NO","NO","NO","YES","NO",-0.0707164518574678,NA
"233","Germany-2012",89.0583594381197,32.0760004665899,84.5573797334033,86.8156257299017,-0.4414,"Germany","2012",NA,"2012Q4",4,2213.93525,81.1,1.30175,408.6135,592.48875,1013.09975,1013.09975,407.67225,97.31525,695.84825,1200.8355,134,0.428,3540.982,0.239,2.141,2.192,5.367,9e-06,7.129,"AM",-0.84863208340034,8.17215936878918,-1.43129172705063,16.0964073727751,17.8154901960784,24.5842854901961,"Units",0.75,43858.3630551076,10.6887206992304,2012,"YES","YES","NO","NO","NO","13",0.0200653932370865,"NO","NO","NO","NO","YES","NO",0.0425029944466626,NA
"234","Germany-2013",89.4417541069981,32.3949016476178,85.5310908696726,87.3386917596424,-1.0992,"Germany","2013",NA,"2013Q4",4,2211.27225,79.525,1.329525,400.2045,583.8925,996.41775,996.41775,372.93025,95.43475,746.48925,1214.85425,134,0.431,3618.631,0.157,1.607,1.328,5.233,4e-05,6.557,"AM",-0.841647188878389,8.19385105649736,-1.85150947363383,16.454260078602,14.2290310077519,18.533330620155,"Units",0.25,46285.7640688407,10.7425897212799,2013,"YES","YES","NO","NO","NO","13",0.0148147279281075,"NO","NO","NO","YES","YES","NO",-0.0582293067025159,67365.1156636072
"235","Germany-2014",92.3994714896203,34.4967941972395,85.338743212205,89.8143751060787,-1.6302,"Germany","2014",NA,"2014Q4",4,2209.59175,76.6,1.30425,388.189,581.61625,982.45325,982.45325,323.79025,161.345,742.0035,1227.13875,134,2218,3767.345,1792,0.000761,0.000202,5.008,0.00058,7.204,"AM",7.70436116791031,8.23412578831391,7.49108759353488,16.4834798787981,14.1312109375,18.281921875,"Units",0.05,47959.9932737599,10.7781224688946,2014,"YES","YES","NO","NO","NO","13",0.0307875006631778,"NO","NO","NO","YES","YES","NO",0.0208909196893628,62265.9288479195
"236","Germany-2015",91.029457854142,36.4215776530673,84.900127288508,88.8001902123935,-1.6404,"Germany","2015",NA,"2015Q4",4,2195.40275,73.45,1.10095,378.478,582.827,1019.81525,1019.81525,283.018,168.1445,724.42475,1175.5875,134,1742,3872.877,0.866,0.000671,0.000201,4.625,0.000943,8.59,"AM",7.46278915741245,8.26175292068357,-0.143870370419702,16.8432713111207,16.7210116731517,23.9926661478599,"Units",0.05,41139.5445685533,10.6247250928626,2015,"YES","YES","YES","NO","NO","13",0.0242099568225278,"NO","NO","NO","YES","YES","NO",-0.0193789534215067,58506.8105554249
